Name,MB,Year,House
Bartemius Crouch Junior Lynch,16,4,Ravenclaw
Muriel Prewett,4,2,Slytherin
Cadmus Coote,2,3,Slytherin
Aunt Marge Thicknesse,7,3,Gryffindor
Cho Purkiss,13,3,Ravenclaw
Lily Ivanova,15,5,Ravenclaw
Scabbers Evans,6,4,Gryffindor
Cho MacFarlan,15,2,Ravenclaw
Agatha Lupin,13,5,Ravenclaw
Cornelius Bones,12,4,Ravenclaw
Charlie Vane,16,6,Ravenclaw
Gregory the Smarmy Fudge,10,6,Hufflepuff
Janus Flint,5,2,Ravenclaw
Hestia Finnigan,5,3,Ravenclaw
Charlie Malfoy,16,4,Ravenclaw
Peeves MacFarlan,15,5,Ravenclaw
Padfoot Mimsey-Porpington,3,6,Slytherin
Terence Longbottom,3,2,Slytherin
Marvolo Burbage,2,2,Slytherin
Mafalda Finch-Fletchley,6,3,Gryffindor
Barberus Doreen,13,2,Ravenclaw
Augustus Burbage,4,4,Slytherin
Charlie Hopkirk,3,6,Slytherin
Blaise Tonks,1,4,Gryffindor
Nagini Robins,12,4,Ravenclaw
Quintius Slinkhard,2,5,Slytherin
Wilfred Jones,10,6,Hufflepuff
Grawp Rabnott,10,3,Hufflepuff
Alice McGonagall,2,4,Slytherin
Jean Goyle,1,3,Gryffindor
Alice Ollivander,13,4,Ravenclaw
Bane Gaunt,5,5,Ravenclaw
Viktor Warrington,11,5,Hufflepuff
Septima Ogden,6,5,Gryffindor
Anthony MacFarlan,3,6,Slytherin
Grawp Slytherin,8,6,Hufflepuff
Elfrida Corner,3,5,Slytherin
Scabbers Snape,10,6,Hufflepuff
Elphias Maxime,16,5,Ravenclaw
Arcturus Belby,1,4,Gryffindor
Tenebrus Karkaroff,10,5,Hufflepuff
Florean Goldstein,10,3,Hufflepuff
Karkus Turpin,11,5,Hufflepuff
Viktor Riddle,7,6,Gryffindor
Fawkes Mostafa,16,2,Ravenclaw
Paracelsus Burbage,8,2,Hufflepuff
Hermes Trimble,7,5,Gryffindor
Sirius Crabbe,15,3,Ravenclaw
Violet Bell,6,2,Gryffindor
Hestia Volkov,5,3,Ravenclaw
Griselda Bell,9,4,Slytherin
Barnabas the Barmy Davies,3,3,Slytherin
Bathilda Mostafa,7,4,Gryffindor
Ludo Imago,5,5,Ravenclaw
Wilbert McClaggen,4,5,Slytherin
Celestina Helga,11,3,Hufflepuff
Snivellus Pennifold,11,5,Hufflepuff
Susan Mumps,2,6,Slytherin
Griphook Mundungus,3,6,Slytherin
Amycus Corner,16,4,Ravenclaw
MykewÂ Ollivander,16,2,Ravenclaw
Bob Black,14,4,Ravenclaw
Millicent Ravenclaw,6,3,Gryffindor
Dobby Higgs,11,2,Hufflepuff
Beedle Dippet,6,4,Gryffindor
Gabrielle Goldstein,14,5,Ravenclaw
Narcissa Parkinson,14,3,Ravenclaw
Snivellus Cattermole,10,6,Hufflepuff
Troy Filch,1,6,Gryffindor
Quigley Lestrange,5,4,Ravenclaw
Dolores Vane,2,3,Slytherin
Emmeline Weasley,12,2,Ravenclaw
Demelza Timms,4,2,Slytherin
Oblansk Trelawney,4,6,Slytherin
Bill Flitwick,13,4,Ravenclaw
Fleur Whitby,6,3,Gryffindor
Fluffy Kirke,6,6,Gryffindor
Bogrod Bagshot,3,5,Slytherin
George Lynch,5,6,Ravenclaw
Elphias Flint,2,4,Slytherin
Patrick Mundungus,1,4,Gryffindor
Teddy Bagshot,6,6,Gryffindor
Gwenog Nott,5,4,Ravenclaw
Cassius Vane,5,3,Ravenclaw
Wilhelmina Patil,16,2,Ravenclaw
Godric Kettleburn,16,4,Ravenclaw
Arsenius Elphick,13,4,Ravenclaw
Helena Pettigrew,12,3,Ravenclaw
Norbert Figg,10,5,Hufflepuff
Broderick ,10,4,Hufflepuff
Broderick Polkiss,7,5,Gryffindor
Fat Friar Dedalus,13,4,Ravenclaw
Alice Finnigan,5,3,Ravenclaw
Silvanus Mostafa,11,4,Hufflepuff
Scorpius Dursley,12,4,Ravenclaw
Stubby Quirrell,2,2,Slytherin
Cornelius Keddle,13,2,Ravenclaw
Snivellus Marchbanks,16,3,Ravenclaw
Arcturus Crabbe,15,2,Ravenclaw
Ragnok Trimble,12,3,Ravenclaw
Lavender Maxime,6,6,Gryffindor
Gilderoy Polkiss,13,5,Ravenclaw
Alphard McGonagall,8,3,Hufflepuff
Fawkes Prang,1,4,Gryffindor
Paracelsus Volkov,9,2,Slytherin
Helga Dumbledore,12,5,Ravenclaw
Augusta Bryce,4,6,Slytherin
Rosmerta Twycross,3,2,Slytherin
Snivellus Bagshot,6,4,Gryffindor
Filius Higgs,14,5,Ravenclaw
Aurora Prang,11,2,Hufflepuff
Bartemius Crouch Junior Wood,5,2,Ravenclaw
Bogrod Gregorovitch,3,2,Slytherin
Bozo Bones,11,3,Hufflepuff
Viridian Thickey,14,4,Ravenclaw
Ripper Elphick,8,3,Hufflepuff
Neville Purkiss,7,5,Gryffindor
Alphard Flitwick,16,2,Ravenclaw
Alberic Gudgeon,15,6,Ravenclaw
Quintius Patil,10,6,Hufflepuff
Scorpius Dippet,4,5,Slytherin
Wilbert Slytherin,2,6,Slytherin
Gabrielle Bones,2,5,Slytherin
Florean Hagrid,1,5,Gryffindor
Newton Maxime,2,5,Slytherin
Victoire Switch,8,2,Hufflepuff
Aberforth Edgecombe,1,4,Gryffindor
Modesty Dolohov,13,4,Ravenclaw
Ragnok ,11,2,Hufflepuff
Pomona Prince,3,4,Slytherin
Barnabas the Barmy Crabbe,10,5,Hufflepuff
Anthony Prang,1,6,Gryffindor
Dobby Skeeter,15,5,Ravenclaw
Hengist of Woodcroft Slughorn,13,5,Ravenclaw
Cassius Doreen,4,3,Slytherin
Rowena Flamel,11,4,Hufflepuff
Rolanda Thickey,15,2,Ravenclaw
Fluffy Dawlish,9,6,Slytherin
Eloise Zograf,13,5,Ravenclaw
Bane Snape,11,4,Hufflepuff
Olympe Rabnott,13,2,Ravenclaw
Irma Moody,4,5,Slytherin
Victoire Krum,7,4,Gryffindor
Arsenius Hooch,4,3,Slytherin
Broderick Crockford,15,5,Ravenclaw
Wilfred Crabbe,11,6,Hufflepuff
Malkin Oswald,14,2,Ravenclaw
Ron Riddle,14,3,Ravenclaw
Neville Bagshot,4,6,Slytherin
Madam Rosmerta Midgeon,1,5,Gryffindor
Rita Vane,16,4,Ravenclaw
Moran Fletcher,13,6,Ravenclaw
Armando Diggory,8,5,Hufflepuff
Bilius Lestrange,13,2,Ravenclaw
Beedle ,12,3,Ravenclaw
Sirius Slinkhard,13,5,Ravenclaw
Petunia McClaggen,16,3,Ravenclaw
Reginald Kettleburn,14,4,Ravenclaw
Circe Rosier,12,5,Ravenclaw
Antonin Clearwater,5,3,Ravenclaw
Dirk Grubbly-Plank,15,4,Ravenclaw
Kevin Davies,9,2,Slytherin
Andrew Prince,14,6,Ravenclaw
MykewÂ Sprout,5,5,Ravenclaw
Parvati Doreen,10,6,Hufflepuff
Penelope Meliflua,7,4,Gryffindor
Scabior Skeeter,4,6,Slytherin
Scorpius Delaney-Podmore,8,3,Hufflepuff
Amelia Susan Goshawk,15,4,Ravenclaw
Gertie Doreen,7,6,Gryffindor
Modesty Rabnott,1,3,Gryffindor
Parvati Dolohov,16,5,Ravenclaw
Victoire Umbridge,6,5,Gryffindor
Grawp Oswald,14,5,Ravenclaw
Trevor Moody,16,3,Ravenclaw
Elphias Clearwater,3,5,Slytherin
Mosag Peasegood,1,3,Gryffindor
Rowena Chang,7,5,Gryffindor
Clara Peasegood,7,6,Gryffindor
Vernon Umbridge,10,6,Hufflepuff
Dudley MacNair,14,2,Ravenclaw
Livius Delaney-Podmore,14,2,Ravenclaw
Seamus Kneen,11,3,Hufflepuff
Rose Crouch,1,6,Gryffindor
Tenebrus Krum,14,3,Ravenclaw
Avery Flamel,14,2,Ravenclaw
Gertie Cattermole,2,5,Slytherin
Anthony Fudge,2,3,Slytherin
Ludo Jordan,13,2,Ravenclaw
Elphias Thickey,4,5,Slytherin
Theodore Pettigrew,10,2,Hufflepuff
Minerva Marchbanks,13,4,Ravenclaw
Quentin Black,14,4,Ravenclaw
Wendelin Imago,2,5,Slytherin
Doris Midgeon,16,5,Ravenclaw
Fred Rabnott,1,6,Gryffindor
Quirinus Gaunt,14,3,Ravenclaw
Hepzibah Lockhart,10,3,Hufflepuff
Agrippa Dedalus,9,6,Slytherin
Ernie Bones,14,2,Ravenclaw
Septima Doge,6,5,Gryffindor
Bill Lupin,1,5,Gryffindor
Doris McClaggen,9,2,Slytherin
Olympe Evans,15,6,Ravenclaw
Lord Voldemort Umbridge,7,6,Gryffindor
Norbert Prang,6,4,Gryffindor
Septima Purkiss,12,3,Ravenclaw
Augustus Mostafa,13,3,Ravenclaw
Augustus Patil,4,6,Slytherin
Merlin Vector,4,4,Slytherin
Barberus Malfoy,13,3,Ravenclaw
Alecto MacMillian,7,4,Gryffindor
Dedalus Hooch,15,6,Ravenclaw
Olympe Bagshot,8,2,Hufflepuff
Ragnok Carrow,6,5,Gryffindor
Ron Dedalus,11,2,Hufflepuff
Peter Dolohov,10,6,Hufflepuff
Penelope Bones,4,5,Slytherin
Amelia Susan Murray,4,5,Slytherin
Gellert Murray,2,2,Slytherin
Evan Slytherin,15,4,Ravenclaw
Ludo Warrington,5,2,Ravenclaw
Piers Murray,1,5,Gryffindor
Helena Zabini,10,3,Hufflepuff
Viktor Dursley,7,2,Gryffindor
Romilda Diggory,1,6,Gryffindor
Xenophilius MacNair,13,4,Ravenclaw
The Grey Lady Lupin,12,3,Ravenclaw
Luna Imago,7,3,Gryffindor
Rowena MacFarlan,1,2,Gryffindor
Gwenog Gryffindor,15,4,Ravenclaw
Adalbert Bragge,11,4,Hufflepuff
Draco Johnson,8,2,Hufflepuff
Dilys Goshawk,10,2,Hufflepuff
Vernon MacNair,8,3,Hufflepuff
Aunt Marge Carrow,2,3,Slytherin
Scabior Imago,9,4,Slytherin
Roger Lestrange,7,5,Gryffindor
Tom Switch,11,3,Hufflepuff
Dennis Hagrid,16,3,Ravenclaw
Dedalus Sprout,8,5,Hufflepuff
Helga Turpin,6,6,Gryffindor
Lisa Perks,6,6,Gryffindor
Sybill Diggory,4,4,Slytherin
Inigo Diggory,7,4,Gryffindor
Moaning Myrtle Ogden,11,3,Hufflepuff
Arabella Zeller,12,4,Ravenclaw
Fawkes Boardman,11,2,Hufflepuff
Susan Delaney-Podmore,11,5,Hufflepuff
Roger Rookwood,10,6,Hufflepuff
Regulus Vector,12,3,Ravenclaw
Tenebrus Corner,10,3,Hufflepuff
Fred Bones,10,3,Hufflepuff
Andrew Ravenclaw,3,6,Slytherin
Fingal the Fearless Carrow,9,5,Slytherin
Aunt Marge Rabnott,7,5,Gryffindor
Avery Burbage,1,3,Gryffindor
Bilius Smith,13,4,Ravenclaw
Alphard Dedalus,7,4,Gryffindor
Mafalda Burbage,4,5,Slytherin
Cadmus Lupin,3,5,Slytherin
Fang Jones,6,6,Gryffindor
Jugson Meliflua,10,5,Hufflepuff
Reginald Clagg,6,4,Gryffindor
Catriona Diggle,10,2,Hufflepuff
Paracelsus Dedalus,4,3,Slytherin
Garrick Morgan,12,2,Ravenclaw
Quentin Jordan,14,2,Ravenclaw
Merlin Fudge,1,5,Gryffindor
Troy Murray,6,3,Gryffindor
Remus Ivanova,9,3,Slytherin
Stan Quirrell,5,3,Ravenclaw
Lily Mumps,12,3,Ravenclaw
Garrick Robins,12,5,Ravenclaw
Pomona Finnigan,6,3,Gryffindor
Bilius Goyle,7,6,Gryffindor
Newton Prang,15,5,Ravenclaw
John Bragge,11,4,Hufflepuff
Wendy Elphick,12,2,Ravenclaw
Norbert Vane,4,3,Slytherin
Patrick Morgan,2,6,Slytherin
Araminta Hopkirk,15,3,Ravenclaw
Lucius Flint,8,5,Hufflepuff
Avery Crockford,12,5,Ravenclaw
Charlie Bagnold,2,5,Slytherin
Circe Prince,5,4,Ravenclaw
Fluffy Polkiss,9,4,Slytherin
Aurora Evans,15,2,Ravenclaw
Morgana Diggle,1,4,Gryffindor
Hermione Lovegood,8,3,Hufflepuff
Cliodna ,8,4,Hufflepuff
Griselda Timms,12,6,Ravenclaw
Bill Bagshot,7,3,Gryffindor
Regulus Fletcher,15,5,Ravenclaw
Troy Prewett,8,4,Hufflepuff
Merope Crouch,1,2,Gryffindor
Gilderoy Helga,2,4,Slytherin
MykewÂ Grubbly-Plank,14,4,Ravenclaw
Yaxley Dolohov,13,4,Ravenclaw
Garrick Longbottom,14,4,Ravenclaw
Rose Fletcher,5,3,Ravenclaw
Nymphadora Whisp,11,5,Hufflepuff
Hamish Thicknesse,7,5,Gryffindor
Jimmy Timms,4,4,Slytherin
Antonin Longbottom,3,6,Slytherin
Bellatrix Purkiss,13,4,Ravenclaw
Andrew Shacklebolt,16,5,Ravenclaw
Merope Johnson,11,3,Hufflepuff
Celestina Filch,16,2,Ravenclaw
Merope Diggory,3,5,Slytherin
Rolanda Parkinson,11,3,Hufflepuff
Fawkes Black,14,2,Ravenclaw
Stubby Turpin,8,4,Hufflepuff
Olympe Hooch,10,5,Hufflepuff
Florean Evans,8,3,Hufflepuff
Dennis Flint,13,2,Ravenclaw
Snivellus Midgeon,14,5,Ravenclaw
Demelza Crouch,3,6,Slytherin
Rita Dippet,7,4,Gryffindor
Barberus Ollivander,9,4,Slytherin
Marietta Jorkins,7,3,Gryffindor
Circe Wood,16,6,Ravenclaw
Horace Timms,6,5,Gryffindor
Alice Cresswell,7,5,Gryffindor
Hannah Prang,1,3,Gryffindor
Ignotus Hufflepuff,7,6,Gryffindor
Agrippa Quirke,3,3,Slytherin
Luna Turpin,15,5,Ravenclaw
Circe Coote,3,4,Slytherin
Viridian Podmore,13,5,Ravenclaw
Muriel Peakes,8,4,Hufflepuff
Ron Umbridge,4,3,Slytherin
Albus percival Wulfric Brian Flint,3,3,Slytherin
Hermes Tonks,16,2,Ravenclaw
Bane Fortescue,12,2,Ravenclaw
Ernie Burbage,13,2,Ravenclaw
Inigo Podmore,5,6,Ravenclaw
Adalbert Carrow,3,3,Slytherin
Gilderoy Warrington,2,6,Slytherin
Lavender Crockford,9,2,Slytherin
Ariana Quirke,7,3,Gryffindor
Blaise Twycross,9,4,Slytherin
Norbert Jones,10,5,Hufflepuff
Snuffles Malfoy,4,3,Slytherin
Ritchie Vulchanov,15,6,Ravenclaw
Arthur Granger,4,5,Slytherin
Golgomath Meliflua,9,2,Slytherin
Bane Marchbanks,3,4,Slytherin
Blaise Abbott,2,4,Slytherin
Antonin Peakes,11,6,Hufflepuff
Lily Timms,6,3,Gryffindor
Rowena Warbeck,13,4,Ravenclaw
Evan Vulchanov,5,2,Ravenclaw
Gwenog Smith,5,3,Ravenclaw
Mosag Bryce,4,5,Slytherin
Evan Jones,2,5,Slytherin
Sturgis Slinkhard,2,4,Slytherin
Rita Pennifold,15,3,Ravenclaw
Ignotus Morgan,10,5,Hufflepuff
Doris MacMillian,9,3,Slytherin
Eloise Vector,2,2,Slytherin
Irma Robins,12,4,Ravenclaw
Janus Murray,15,4,Ravenclaw
Ignotus Twycross,10,2,Hufflepuff
Pius Skeeter,7,3,Gryffindor
Adalbert Fletcher,9,3,Slytherin
Moran Coote,8,4,Hufflepuff
The Grey Lady Zabini,10,6,Hufflepuff
Dobby Rookwood,14,3,Ravenclaw
Lord Voldemort Whitby,14,3,Ravenclaw
Malkin Maxime,11,2,Hufflepuff
Andromeda Delacour,7,3,Gryffindor
Dolores Warrington,4,5,Slytherin
Walden Twycross,8,5,Hufflepuff
Modesty Jigger,4,6,Slytherin
Goodwin Slytherin,16,5,Ravenclaw
Yaxley Potter,13,4,Ravenclaw
Araminta MacNair,2,5,Slytherin
Irma Mostafa,3,2,Slytherin
Morgana Mostafa,12,4,Ravenclaw
Molly Snape,5,3,Ravenclaw
Modesty Carrow,4,2,Slytherin
Blaise Vector,10,5,Hufflepuff
Griselda Peasegood,2,5,Slytherin
Arsenius Slinkhard,6,3,Gryffindor
Fred Turpin,13,5,Ravenclaw
Travers Pomfrey,8,3,Hufflepuff
Albus percival Wulfric Brian Prince,14,2,Ravenclaw
Barnabas the Barmy Diggle,14,6,Ravenclaw
Kreacher Umfraville,12,6,Ravenclaw
Gregory Flamel,3,4,Slytherin
Angelina Whisp,14,6,Ravenclaw
Rosmerta Boardman,2,6,Slytherin
Daisy Bragge,2,4,Slytherin
Miranda Longbottom,1,6,Gryffindor
Aidan MacNair,5,6,Ravenclaw
Phineas Nigellus Moody,7,2,Gryffindor
Catriona Mumps,11,5,Hufflepuff
Molly Patil,5,4,Ravenclaw
Arthur Lovegood,3,2,Slytherin
Narcissa Bagman,3,3,Slytherin
Arabella Hagrid,3,6,Slytherin
Madam Rosmerta Mimsey-Porpington,9,5,Slytherin
Helena Millicent,1,2,Gryffindor
Travers McClaggen,11,3,Hufflepuff
Florean Weasley,6,5,Gryffindor
Jimmy Tonks,7,3,Gryffindor
Mosag Bell,4,6,Slytherin
Scabbers Jigger,8,6,Hufflepuff
Percy Gudgeon,7,6,Gryffindor
Dilys Chang,13,5,Ravenclaw
Michael McLaggen,11,2,Hufflepuff
MykewÂ Riddle,8,2,Hufflepuff
Wormtail Chang,4,2,Slytherin
Bogrod Jones,10,4,Hufflepuff
Dedalus Slinkhard,15,2,Ravenclaw
Grawp Slinkhard,2,5,Slytherin
Teddy Potter,11,5,Hufflepuff
Pius Switch,10,4,Hufflepuff
Viktor Flamel,16,6,Ravenclaw
Trevor Clagg,4,2,Slytherin
Mundungus Switch,5,6,Ravenclaw
Wendy Filch,1,5,Gryffindor
Scorpius Grindelwald,14,4,Ravenclaw
Fingal the Fearless Flint,16,3,Ravenclaw
Phyllida Goyle,16,6,Ravenclaw
Mafalda Rabnott,3,6,Slytherin
Bathilda Cattermole,16,5,Ravenclaw
Sybill Ogden,3,4,Slytherin
Wilbert Keddle,10,6,Hufflepuff
Helga Pince,10,6,Hufflepuff
Gabrielle Dursley,1,3,Gryffindor
Hermione Kirke,10,5,Hufflepuff
Barnabas the Barmy Whisp,16,3,Ravenclaw
Peeves Crouch,15,4,Ravenclaw
Ludo Marchbanks,8,2,Hufflepuff
Miranda Ogden,6,4,Gryffindor
Goodwin Whisp,12,4,Ravenclaw
Nymphadora MacMillian,11,2,Hufflepuff
Nagini Quirrell,3,5,Slytherin
Penelope Helga,11,6,Hufflepuff
Hengist of Woodcroft Thickey,2,4,Slytherin
Merope Figg,11,4,Hufflepuff
Amos Mumps,8,6,Hufflepuff
John Dumbledore,11,2,Hufflepuff
Pius Zograf,13,4,Ravenclaw
Ignotus Figg,5,6,Ravenclaw
Nicolas Nott,6,4,Gryffindor
Harry Robins,14,6,Ravenclaw
Moony Weasley,13,3,Ravenclaw
Livius Volkov,15,3,Ravenclaw
Ivan Shacklebolt,5,5,Ravenclaw
Parvati MacNair,9,2,Slytherin
Septima Coote,14,4,Ravenclaw
Bellatrix Pomfrey,14,6,Ravenclaw
Errol Rosier,2,5,Slytherin
Catriona Hagrid,4,4,Slytherin
Bill Warbeck,10,3,Hufflepuff
Vaisey Bode,14,4,Ravenclaw
Padfoot Nott,6,6,Gryffindor
Dennis Mundungus,13,6,Ravenclaw
Ariana Granger,10,3,Hufflepuff
Norbert Lupin,9,2,Slytherin
Nagini Trimble,1,2,Gryffindor
Reginald Nott,10,2,Hufflepuff
Argus Bulstrode,12,2,Ravenclaw
Fluffy Hagrid,10,6,Hufflepuff
Fingal the Fearless Prang,1,5,Gryffindor
Alecto Mimsey-Porpington,1,2,Gryffindor
Fingal the Fearless Bagnold,16,2,Ravenclaw
Muriel Bones,14,2,Ravenclaw
Narcissa Davies,16,2,Ravenclaw
Moran Peverell,1,2,Gryffindor
Fred Pennifold,16,6,Ravenclaw
Crookshanks Fletcher,2,2,Slytherin
Blaise Creevey,7,4,Gryffindor
John Edgecombe,4,2,Slytherin
Zacharias Vane,6,4,Gryffindor
Evan Rosier,16,5,Ravenclaw
Barnabas the Barmy Carrow,1,5,Gryffindor
Fang Kettleburn,10,5,Hufflepuff
Cassandra Flitwick,4,3,Slytherin
Irma Creevey,11,2,Hufflepuff
Andrew Trelawney,9,6,Slytherin
Ritchie Perks,11,3,Hufflepuff
Gilderoy Peverell,16,5,Ravenclaw
Penelope Bragge,14,3,Ravenclaw
Circe Vector,2,6,Slytherin
Merope Flitwick,13,5,Ravenclaw
Fawkes Vulchanov,3,6,Slytherin
Ragnok Jorkins,7,3,Gryffindor
Nagini Dedalus,2,4,Slytherin
Viridian Fudge,3,2,Slytherin
Fred Dedalus,2,5,Slytherin
Alastor Thicknesse,2,2,Slytherin
Cho Rabnott,11,6,Hufflepuff
Bozo Fletcher,5,3,Ravenclaw
Avery Sprout,14,3,Ravenclaw
Newton Fortescue,3,4,Slytherin
Augustus Kneen,7,3,Gryffindor
Errol Kneen,6,6,Gryffindor
John Keddle,3,6,Slytherin
Eunice Whisp,9,5,Slytherin
Doris Cattermole,15,6,Ravenclaw
Rita Whisp,14,5,Ravenclaw
Kingsley Hooch,12,3,Ravenclaw
Thomas Snape,7,2,Gryffindor
Phineas Nigellus Corner,14,3,Ravenclaw
Ted Twycross,16,4,Ravenclaw
Paracelsus Umbridge,4,2,Slytherin
Xenophilius Trimble,15,6,Ravenclaw
Newton Longbottom,9,2,Slytherin
Zacharias Crabbe,9,3,Slytherin
Justin Zograf,6,4,Gryffindor
Dean Finnigan,8,5,Hufflepuff
Olympe Millicent,1,2,Gryffindor
Prongs Pennifold,10,2,Hufflepuff
Pansy Trimble,4,6,Slytherin
Alicia Whitby,7,5,Gryffindor
Andromeda Jorkins,14,6,Ravenclaw
Roger Boardman,1,2,Gryffindor
Viridian Kettleburn,15,4,Ravenclaw
Griselda Chang,10,4,Hufflepuff
Wormtail Lupin,14,4,Ravenclaw
Cassandra Marchbanks,5,4,Ravenclaw
Alastor Granger,14,3,Ravenclaw
Albus percival Wulfric Brian Bragge,13,3,Ravenclaw
Travers Volkov,16,2,Ravenclaw
Lisa Mundungus,16,6,Ravenclaw
Horace Dolohov,15,6,Ravenclaw
Inigo Chang,7,6,Gryffindor
Minerva Kneen,8,4,Hufflepuff
Romilda Marchbanks,12,2,Ravenclaw
Elfrida Finnigan,2,5,Slytherin
Aberforth Perks,13,2,Ravenclaw
Mundungus Warbeck,9,5,Slytherin
Seamus Black,7,4,Gryffindor
Marge Lupin,9,2,Slytherin
Regulus Midgeon,1,3,Gryffindor
Morgana Maxime,12,5,Ravenclaw
Barberus Bagman,5,2,Ravenclaw
Ivan Quirke,4,5,Slytherin
Bellatrix Finch-Fletchley,11,6,Hufflepuff
Fawkes Vector,14,4,Ravenclaw
Gwendolyn Creevey,7,3,Gryffindor
Ritchie Granger,6,5,Gryffindor
The Grey Lady McLaggen,14,5,Ravenclaw
Andrew Slytherin,7,6,Gryffindor
Celestina Goshawk,2,4,Slytherin
Wilfred Purkiss,9,6,Slytherin
Aunt Marge Quirke,13,4,Ravenclaw
Ignotus Evans,3,6,Slytherin
Justin Mimsey-Porpington,10,3,Hufflepuff
Narcissa Corner,1,5,Gryffindor
Crookshanks Moody,12,3,Ravenclaw
Kevin Perks,15,6,Ravenclaw
Catriona Dursley,14,2,Ravenclaw
Quentin Karkaroff,2,3,Slytherin
Susan MacMillian,15,2,Ravenclaw
Amos Goshawk,4,2,Slytherin
Pansy Black,11,4,Hufflepuff
Modesty Vector,2,6,Slytherin
The Grey Lady Hufflepuff,9,2,Slytherin
Armando Parkinson,3,6,Slytherin
The Grey Lady Doreen,1,3,Gryffindor
Arsenius Brown,11,2,Hufflepuff
Rosmerta Purkiss,10,6,Hufflepuff
Anthony Switch,7,3,Gryffindor
Jugson MacFarlan,7,2,Gryffindor
Arthur Goshawk,14,5,Ravenclaw
Aurora Snape,1,2,Gryffindor
Mafalda Prewett,1,4,Gryffindor
Bane Jordan,1,3,Gryffindor
Winky Trelawney,15,6,Ravenclaw
Viktor MacFarlan,15,5,Ravenclaw
Gertie Bode,7,4,Gryffindor
Karkus Vane,13,6,Ravenclaw
Merlin Zograf,13,3,Ravenclaw
Hannah Trelawney,2,3,Slytherin
Griselda Prang,15,5,Ravenclaw
Janus Vane,8,6,Hufflepuff
Merlin Boardman,13,3,Ravenclaw
Edgar Rookwood,16,4,Ravenclaw
Snivellus Vulchanov,11,3,Hufflepuff
Arsenius Midgeon,7,6,Gryffindor
Adalbert Rabnott,13,2,Ravenclaw
Merlin Slinkhard,10,2,Hufflepuff
Bill MacFarlan,10,6,Hufflepuff
Cedric Hagrid,6,2,Gryffindor
Colin Wood,4,6,Slytherin
Michael Moody,10,4,Hufflepuff
Justin MacMillian,12,5,Ravenclaw
George Dedalus,14,4,Ravenclaw
Aunt Marge Bagshot,10,4,Hufflepuff
Dennis Helga,12,6,Ravenclaw
Viridian Trimble,6,4,Gryffindor
Dobby Delaney-Podmore,2,4,Slytherin
Kevin Umbridge,9,6,Slytherin
Justin Rookwood,6,2,Gryffindor
Justin Vector,13,3,Ravenclaw
Millicent Smith,2,4,Slytherin
Arthur Pomfrey,1,5,Gryffindor
Ginny Jigger,9,5,Slytherin
Grawp MacFarlan,5,5,Ravenclaw
Golgomath McGonagall,13,4,Ravenclaw
Sirius Granger,1,6,Gryffindor
Sturgis Quirrell,12,5,Ravenclaw
Trevor Slinkhard,14,6,Ravenclaw
Edgar Peasegood,8,6,Hufflepuff
Pius Volkov,2,4,Slytherin
Florean Diggory,15,6,Ravenclaw
Horace Quirrell,9,2,Slytherin
Wendelin Turpin,16,5,Ravenclaw
Augusta Pennifold,5,2,Ravenclaw
Kennilworthy Slinkhard,6,3,Gryffindor
Kreacher Helga,15,2,Ravenclaw
Olympe Fletcher,5,2,Ravenclaw
Cho Potter,13,3,Ravenclaw
Merope Boardman,10,5,Hufflepuff
Hepzibah Trimble,16,6,Ravenclaw
Cliodna Umbridge,16,4,Ravenclaw
Dean Thickey,15,4,Ravenclaw
Golgomath Bryce,6,3,Gryffindor
Patrick Doge,5,5,Ravenclaw
Augusta Flitwick,2,5,Slytherin
Augusta Finnigan,5,3,Ravenclaw
Viridian Moody,15,2,Ravenclaw
Alecto Johnson,15,2,Ravenclaw
Quintius Rosier,5,3,Ravenclaw
Petunia Trelawney,5,6,Ravenclaw
Yaxley Ravenclaw,2,6,Slytherin
Fluffy Peverell,2,2,Slytherin
Bellatrix Dumbledore,16,6,Ravenclaw
Snuffles Hopkirk,5,3,Ravenclaw
Elladora Gregorovitch,10,4,Hufflepuff
Scabbers Millicent,7,2,Gryffindor
MykewÂ Dolohov,10,5,Hufflepuff
Amelia Susan Kirke,8,6,Hufflepuff
Moony Evans,2,6,Slytherin
Snuffles Bragge,7,3,Gryffindor
Michael Vector,13,2,Ravenclaw
Igor Elphick,11,3,Hufflepuff
Hassan Hufflepuff,5,5,Ravenclaw
Ernie Bulstrode,15,5,Ravenclaw
Elfrida Coote,10,2,Hufflepuff
Ernie Wood,2,6,Slytherin
Mundungus Rookwood,10,4,Hufflepuff
Griselda Dippet,11,4,Hufflepuff
Dean Grubbly-Plank,14,4,Ravenclaw
Dilys Purkiss,2,6,Slytherin
Travers Trelawney,5,5,Ravenclaw
Crookshanks Quirke,7,3,Gryffindor
Paracelsus Binns,5,4,Ravenclaw
Madam Rosmerta Kirke,2,3,Slytherin
Sirius Bagshot,9,3,Slytherin
Ginny Zabini,2,5,Slytherin
Florean Pennifold,6,3,Gryffindor
Hokey Pomfrey,3,2,Slytherin
Hermes Hooch,4,2,Slytherin
Theodore Brown,13,3,Ravenclaw
Cormac Dippet,5,4,Ravenclaw
Griphook Clearwater,3,4,Slytherin
Scorpius Elphick,4,4,Slytherin
Sirius Carrow,4,2,Slytherin
Wendelin Fortescue,8,5,Hufflepuff
Quintius Mostafa,9,6,Slytherin
